id,recipe_id,ingredients_id
166,20,29
167,20,13
168,20,92
169,20,3
170,20,24
171,20,93
172,21,29
173,21,17
174,21,24
175,22,29
176,22,10
177,22,34
178,22,35
179,22,94
180,22,10
181,22,28
182,22,24
183,22,50
184,22,10
185,22,23
186,23,95
187,23,72
188,23,80
189,23,96
190,23,24
191,23,97
192,23,45
193,24,13
194,24,44
195,24,98
196,24,52
197,24,48
198,24,84
199,24,11
200,24,19
201,24,12
202,25,99
203,25,41
204,25,100
205,25,17
206,25,80
207,25,21
208,25,101
209,25,102
210,25,54
211,25,12
212,25,19
213,25,45
214,25,90
215,25,23
216,25,9
217,25,11
218,25,103
219,25,8
220,25,104
221,25,46
222,25,105
223,25,106
224,26,107
225,26,61
226,26,62
227,26,21
228,26,64
229,26,108
230,26,49
231,26,109
232,26,68
233,26,24
234,26,45
235,26,110
236,26,111
237,27,112
238,27,113
239,27,114
240,27,52
241,27,12
242,27,29
243,28,115
244,28,31
245,28,116
246,28,117
247,28,118
248,28,119
249,28,118
250,28,23
251,28,10
252,28,37
253,28,120
254,29,121
255,29,122
256,29,21
257,29,80
258,29,123
259,29,45
260,29,8
261,29,23
262,29,24
263,29,11
264,29,102
265,29,91
266,29,84
267,29,54
268,29,48
269,30,124
270,30,24
271,30,52
272,30,11
273,30,8
274,30,84
275,30,10
276,30,12
277,30,19
278,31,125
279,31,126
280,31,5
281,31,9
282,31,80
283,31,127
284,31,128
285,31,7
286,31,12
287,32,1
288,32,21
289,32,43
290,32,3
291,32,24
292,32,45
293,32,23
294,32,22
295,33,4
296,33,110
297,33,43
298,33,129
299,33,17
300,33,8
301,33,11
302,33,9
303,33,12
304,33,7
305,34,6
306,34,44
307,34,130
308,34,10
309,34,11
310,34,19
311,34,131
312,34,132
313,35,16
314,35,44
315,35,110
316,35,43
317,35,21
318,35,133
319,35,98
320,35,10
321,35,104
322,35,9
323,35,11
324,35,85
325,35,15
326,36,134
327,36,135
328,36,74
329,36,11
330,36,48
331,37,16
332,37,133
333,37,3
334,37,11
335,37,24
336,37,12
337,37,7
338,38,94
339,38,136
340,38,27
341,38,50
342,38,29
343,38,137
344,38,3
345,38,10
346,38,138
347,39,139
348,39,24
349,39,17
350,39,11
351,39,53
352,39,52
353,39,85
354,39,84
355,39,12
356,40,140
357,40,141
358,40,133
359,40,12
360,40,142
361,41,77
362,41,38
363,41,17
364,41,9
365,41,45
366,42,143
367,42,144
368,42,23
369,42,145
370,42,102
371,42,9
372,42,146
373,42,147
374,42,11
375,42,45
376,42,142
377,42,17
378,43,29
379,43,148
380,43,8
381,43,10
382,43,54
383,43,103
384,43,83
385,43,23
386,44,16
387,44,67
388,44,23
389,44,149
390,45,150
391,45,151
392,45,152
393,45,153
394,45,72
395,45,154
396,45,155
397,45,24
398,45,45
399,45,68
400,45,65
401,45,156
402,45,68
403,45,157
404,45,24
405,45,45
406,46,158
407,46,92
408,46,21
409,46,159
410,46,24
411,46,45
412,46,159
413,46,23
414,46,8
415,46,109
416,46,10
417,46,90
418,47,160
419,47,80
420,47,161
421,47,162
422,47,21
423,47,43
424,47,17
425,47,126
426,47,7
427,47,12
428,47,40
429,47,9
430,47,52
431,47,72
432,47,104
433,47,127
434,47,45
435,47,163
436,48,87
437,48,29
438,48,6
439,48,53
440,48,9
441,48,11
442,48,10
443,48,12
444,48,109
445,48,17
446,48,7
447,49,29
448,49,107
449,49,10
450,49,54
451,49,164
452,49,27
453,49,165
454,49,45
455,49,24
456,49,58
457,49,75
458,49,166
459,49,167
460,50,67
461,50,23
462,50,168
463,50,16
464,50,38
465,50,24
466,50,43
467,51,169
468,51,128
469,51,170
470,51,10
471,51,11
472,51,17
473,51,131
474,51,23
475,52,171
476,52,172
477,52,21
478,52,17
479,52,24
480,52,131
481,52,7
482,52,173
483,52,43
484,53,41
485,53,174
486,53,175
487,53,78
488,53,133
489,53,17
490,53,12
491,53,23
492,53,8
493,53,176
494,53,11
495,53,9
496,54,41
497,54,77
498,54,17
499,54,21
500,54,3
501,54,9
502,54,11
503,55,50
504,55,10
505,55,29
506,55,24
507,55,177
508,55,94
509,55,178
510,55,179
511,55,180
512,55,181
513,56,133
514,56,182
515,56,183
516,56,184
517,56,149
518,57,81
519,57,80
520,57,39
521,57,17
522,57,24
523,57,53
524,57,85
525,57,18
526,57,11
527,57,12
528,57,19
529,58,77
530,58,72
531,58,43
532,58,171
533,58,172
534,58,185
535,59,29
536,59,10
537,59,120
538,59,186
539,59,94
540,59,50
541,59,187
542,59,178
543,59,188
544,59,10
545,59,137
546,60,181
547,60,27
548,60,189
549,61,190
550,61,122
551,61,21
552,61,17
553,61,9
554,61,85
555,61,54
556,61,23
557,61,80
558,61,11
559,62,144
560,62,3
561,62,50
562,62,10
563,62,24
564,62,74
565,63,107
566,63,60
567,63,29
568,63,191
569,63,192
570,63,10
571,63,59
572,63,74
573,64,50
574,64,10
575,64,193
576,64,29
577,64,194
578,64,94
579,64,195
580,64,49
581,65,94
582,65,10
583,65,195
584,65,24
585,65,29
586,65,49
587,65,50
588,65,27
589,66,136
590,66,94
591,66,10
592,66,24
593,66,29
594,66,27
595,66,196
596,66,50
597,66,197
598,66,198
599,67,94
600,67,50
601,67,199
602,67,27
603,67,29
604,67,10
605,67,177
606,67,24
607,68,29
608,68,27
609,68,10
610,69,122
611,69,10
612,69,9
613,69,109
614,69,120
615,69,98
616,70,200
617,70,24
618,70,8
619,70,102
620,70,52
621,70,11
622,70,131
623,70,19
624,71,200
625,71,44
626,71,11
627,71,102
628,71,12
629,71,84
630,71,19
631,72,77
632,72,201
633,72,202
634,72,203
635,73,204
636,73,37
637,74,136
638,74,94
639,74,205
640,74,10
641,74,24
642,74,50
643,74,23
644,74,29
645,74,206
646,74,151
647,74,70
648,74,21
649,74,110
650,74,90
651,74,69
652,74,24
653,74,45
654,74,50
655,74,135
656,74,58
657,74,75
658,74,207
659,75,44
660,75,24
661,75,52
662,75,8
663,75,84
664,75,85
665,75,12
666,75,15
667,76,94
668,76,195
669,76,10
670,76,24
671,76,29
672,76,27
673,76,50
674,76,194
675,77,47
676,77,208
677,77,209
678,77,10
679,77,27
680,77,29
681,77,120
682,78,51
683,78,72
684,78,10
685,78,109
686,78,17
687,78,24
688,78,19
689,78,9
690,79,29
691,79,10
692,79,187
693,79,28
694,80,187
695,80,29
696,80,94
697,80,210
698,80,27
699,80,10
700,80,50
701,80,10
702,81,6
703,81,43
704,81,110
705,81,211
706,81,212
707,81,213
708,81,24
709,81,109
710,81,12
711,81,7
712,82,110
713,82,16
714,82,44
715,82,122
716,82,61
717,82,72
718,82,39
719,82,133
720,82,103
721,82,98
722,82,10
723,82,83
724,82,109
725,82,9
726,82,104
727,82,84
728,82,85
729,82,24
730,83,77
731,83,214
732,83,23
733,84,215
734,84,142
735,84,11
736,84,131
737,84,23
738,84,216
739,84,17
740,84,15
741,85,217
742,85,29
743,85,44
744,85,76
745,85,52
746,85,191
747,85,48
748,85,10
749,85,8
750,86,29
751,86,43
752,86,218
753,87,219
754,87,220
755,87,9
756,87,104
757,87,10
758,87,7
759,88,221
760,88,222
761,88,223
762,88,172
763,88,224
764,88,14
765,88,102
766,88,225
767,88,72
768,88,17
769,89,226
770,89,73
771,89,68
772,90,187
773,90,227
774,90,48
775,90,28
776,90,228
777,91,29
778,91,13
779,91,21
780,91,47
781,91,62
782,91,24
783,91,11
784,92,99
785,92,122
786,92,41
787,92,16
788,92,17
789,92,11
790,92,142
791,92,109
792,92,24
793,93,72
794,93,52
795,93,9
796,93,18
797,93,12
798,93,15
799,94,229
800,94,110
801,94,98
802,94,110
803,94,44
804,94,21
805,94,9
806,94,104
807,94,11
808,94,84
809,94,230
810,95,231
811,95,16
812,95,21
813,95,149
814,95,9
815,95,11
816,95,84
817,95,7
818,95,10
819,96,232
820,96,21
821,96,233
822,96,8
823,96,109
824,96,11
825,96,10
826,96,84
827,96,37
828,96,7
829,97,234
830,97,72
831,97,17
832,97,27
833,97,98
834,97,24
835,97,45
836,97,234
837,97,59
838,98,150
839,98,16
840,98,151
841,98,72
842,98,154
843,98,24
844,98,89
845,98,45
846,99,44
847,99,43
848,99,39
849,99,98
850,99,132
851,99,9
852,99,12
853,99,7
854,100,122
855,100,235
856,100,80
857,100,24
858,100,236
859,100,10
860,100,109
861,100,11
862,100,86
863,100,9
864,100,12
865,101,237
866,101,48
867,101,8
868,101,52
869,101,218
870,101,10
871,101,11
872,101,7
873,101,17
874,101,12
875,101,3
876,102,175
877,102,212
878,102,133
879,102,59
880,102,74
881,102,238
882,102,54
883,102,53
884,102,3
885,103,239
886,103,171
887,103,158
888,103,153
889,103,162
890,103,240
891,103,72
892,103,241
893,103,242
894,103,68
895,103,24
896,103,45
897,104,107
898,104,243
899,104,29
900,104,10
901,105,77
902,105,70
903,105,21
904,105,72
905,105,244
906,105,27
907,105,28
908,105,3
909,106,5
910,106,144
911,106,87
912,106,9
913,106,8
914,106,84
915,106,54
916,106,11
917,106,17
918,106,3
919,106,101
920,106,245
921,106,23
922,107,246
923,107,144
924,107,80
925,107,44
926,107,222
927,107,3
928,107,24
929,107,52
930,107,9
931,107,102
932,107,103
933,107,8
934,107,54
935,107,85
936,107,84
937,107,10
938,107,11
939,107,45
940,108,247
941,108,83
942,108,17
943,108,102
944,108,11
945,108,85
946,109,144
947,109,29
948,109,248
949,109,70
950,109,3
951,109,191
952,109,58
953,110,249
954,110,72
955,110,24
956,110,2
957,110,23
958,110,52
959,110,9
960,110,236
961,110,120
962,110,17
963,111,250
964,111,39
965,111,72
966,111,68
967,112,50
968,112,251
969,112,10
970,112,29
971,112,94
972,112,195
973,112,24
974,112,252
975,113,143
976,113,67
977,113,85
978,113,3
979,113,43
980,114,87
981,114,47
982,114,253
983,114,39
984,114,29
985,114,24
986,114,23
987,115,29
988,115,83
989,115,54
990,115,24
991,116,254
992,116,50
993,116,24
994,116,35
995,116,255
996,116,256
997,116,179
998,117,94
999,117,35
1000,117,50
1001,117,34
1002,117,257
1003,118,87
1004,118,29
1005,118,21
1006,118,172
1007,118,62
1008,118,17
1009,118,212
1010,118,40
1011,118,72
1012,118,103
1013,118,52
1014,118,53
1015,118,46
1016,118,12
1017,118,15
1018,119,78
1019,119,258
1020,119,21
1021,119,259
1022,119,43
1023,119,240
1024,119,17
1025,119,23
1026,119,8
1027,119,10
1028,119,11
1029,119,12
1030,119,7
1031,120,42
1032,120,260
1033,120,174
1034,120,259
1035,120,83
1036,120,72
1037,120,261
1038,120,130
1039,120,23
1040,120,262
1041,120,18
1042,120,54
1043,120,48
1044,120,7
1045,121,263
1046,121,264
1047,121,39
1048,121,11
1049,121,17
1050,121,23
1051,121,39
1052,121,101
1053,121,3
1054,121,8
1055,121,109
1056,121,54
1057,122,255
1058,122,195
1059,122,10
1060,122,24
1061,122,68
1062,122,29
1063,122,265
1064,123,29
1065,123,43
1066,123,215
1067,123,151
1068,123,168
1069,123,24
1070,123,266
1071,125,267
1072,125,122
1073,125,17
1074,125,80
1075,125,39
1076,125,11
1077,125,54
1078,125,45
1079,126,200
1080,126,44
1081,126,52
1082,126,102
1083,126,9
1084,126,84
1085,126,11
1086,126,12
1087,126,19
1088,127,268
1089,127,269
1090,127,24
1091,127,270
1092,128,29
1093,128,27
1094,128,271
1095,128,272
1096,128,11
1097,128,24
1098,128,45
1099,128,144
1100,128,21
1101,128,68
1102,128,129
1103,128,60
1104,129,49
1105,129,29
1106,129,10
1107,129,262
1108,129,138
1109,129,24
1110,129,253
1111,129,50
1112,129,24
1113,129,23
1114,130,44
1115,130,29
1116,130,267
1117,130,273
1118,130,80
1119,130,67
1120,130,23
1121,130,3
1122,130,52
1123,130,54
1124,130,45
1125,130,24
1126,131,274
1127,131,102
1128,131,275
1129,131,72
1130,131,9
1131,131,21
1132,131,164
1133,131,98
1134,132,17
1135,132,92
1136,132,39
1137,132,80
1138,132,21
1139,132,5
1140,132,8
1141,132,21
1142,132,276
1143,132,9
1144,132,277
1145,132,15
1146,132,11
1147,132,12
1148,133,51
1149,133,110
1150,133,17
1151,133,8
1152,133,9
1153,133,12
1154,133,11
1155,133,15
1156,134,278
1157,134,40
1158,134,176
1159,134,52
1160,134,23
1161,135,59
1162,135,57
1163,135,279
1164,135,21
1165,135,92
1166,135,50
1167,135,68
1168,135,24
1169,136,280
1170,136,175
1171,136,23
1172,136,131
1173,137,281
1174,137,92
1175,137,282
1176,137,21
1177,137,75
1178,137,10
1179,137,109
1180,137,207
1181,138,190
1182,138,43
1183,138,21
1184,138,144
1185,138,13
1186,138,23
1187,138,22
1188,138,133
1189,138,29
1190,139,258
1191,139,240
1192,139,283
1193,139,17
1194,139,11
1195,139,3
1196,139,8
1197,139,46
1198,139,84
1199,139,45
1200,139,54
1201,139,12
1202,140,284
1203,140,43
1204,140,44
1205,140,98
1206,140,23
1207,140,52
1208,140,9
1209,140,53
1210,140,84
1211,140,11
1212,140,109
1213,140,85
1214,140,48
1215,140,12
1216,140,15
1217,141,110
1218,141,62
1219,141,24
1220,141,10
1221,141,19
1222,141,109
1223,141,128
1224,141,12
1225,142,285
1226,142,49
1227,142,286
1228,142,287
1229,142,120
1230,143,288
1231,143,39
1232,143,17
1233,143,9
1234,143,84
1235,143,12
1236,143,7
1237,144,289
1238,144,80
1239,144,8
1240,144,10
1241,144,11
1242,144,126
1243,144,7
1244,145,223
1245,145,39
1246,145,80
1247,145,72
1248,145,3
1249,145,8
1250,145,132
1251,145,18
1252,145,230
1253,145,48
1254,145,12
1255,145,54
1256,146,115
1257,146,50
1258,146,254
1259,147,290
1260,147,52
1261,147,9
1262,147,10
1263,147,109
1264,147,72
1265,147,24
1266,147,55
1267,147,84
1268,148,50
1269,148,94
1270,148,10
1271,148,138
1272,148,29
1273,148,27
1274,148,195
1275,148,291
1276,148,292
1277,149,293
1278,149,50
1279,149,10
1280,150,255
1281,150,24
1282,150,10
1283,150,27
1284,150,37
1285,151,51
1286,151,172
1287,151,263
1288,151,17
1289,151,283
1290,151,29
1291,151,8
1292,152,294
1293,152,133
1294,152,29
1295,152,21
1296,152,80
1297,152,215
1298,152,17
1299,152,54
1300,152,24
1301,152,68
1302,153,44
1303,153,6
1304,153,142
1305,153,12
1306,153,84
1307,153,15
1308,154,295
1309,154,206
1310,154,73
1311,154,75
1312,154,207
1313,154,296
1314,154,297
1315,155,295
1316,155,3
1317,155,24
1318,155,45
1319,155,8
1320,155,10
1321,155,48
1322,155,54
1323,155,11
1324,156,295
1325,156,24
1326,156,45
1327,156,68
1328,156,50
1329,156,11
1330,156,120
1331,156,37
1332,157,298
1333,157,29
1334,157,27
1335,157,40
1336,158,229
1337,158,92
1338,158,259
1339,158,43
1340,158,21
1341,158,299
1342,158,98
1343,158,2
1344,158,7
1345,158,72
1346,158,18
1347,158,61
1348,158,103
1349,158,300
1350,158,80
1351,158,21
1352,159,231
1353,159,148
1354,159,8
1355,159,10
1356,159,11
1357,159,54
1358,159,45
1359,159,230
1360,159,23
1361,160,301
1362,160,174
1363,160,83
1364,160,21
1365,160,87
1366,160,17
1367,160,52
1368,160,9
1369,160,11
1370,160,104
1371,161,61
1372,161,302
1373,161,94
1374,161,10
1375,161,195
1376,161,303
1377,161,24
1378,161,27
1379,161,3
1380,161,29
1381,162,304
1382,162,110
1383,162,75
1384,162,305
1385,162,10
1386,162,19
1387,163,27
1388,163,23
1389,163,50
1390,163,24
1391,163,94
1392,163,29
1393,163,50
1394,163,10
1395,163,94
1396,163,27
1397,163,306
1398,163,10
1399,163,307
1400,163,28
1401,163,254
1402,163,308
1403,163,187
1404,163,10
1405,163,37
1406,163,268
1407,163,269
1408,164,309
1409,164,83
1410,164,17
1411,164,80
1412,164,11
1413,164,24
1414,165,1
1415,165,94
1416,165,195
1417,165,178
1418,165,119
1419,165,310
1420,165,123
1421,165,10
1422,165,24
1423,165,29
1424,165,116
1425,165,311
1426,166,289
1427,166,72
1428,166,50
1429,166,45
1430,166,46
1431,167,222
1432,167,83
1433,167,102
1434,167,87
1435,167,144
1436,167,171
1437,167,21
1438,167,17
1439,167,11
1440,167,5
1441,168,312
1442,168,24
1443,168,52
1444,168,109
1445,168,10
1446,168,11
1447,168,7
1448,169,47
1449,169,313
1450,169,10
1451,169,311
1452,169,314
1453,169,3
1454,170,295
1455,170,110
1456,170,80
1457,170,21
1458,170,24
1459,170,45
1460,170,109
1461,170,8
1462,170,10
1463,170,46
1464,170,68
1465,171,295
1466,171,21
1467,171,206
1468,171,3
1469,171,24
1470,171,45
1471,171,11
1472,171,8
1473,171,46
1474,171,10
1475,172,29
1476,172,10
1477,172,120
1478,172,94
1479,172,315
1480,172,34
1481,172,195
1482,172,24
1483,172,50
1484,172,316
1485,172,317
1486,172,254
1487,173,318
1488,173,52
1489,173,207
1490,173,11
1491,173,53
1492,173,10
1493,173,48
1494,173,7
1495,174,281
1496,174,21
1497,174,17
1498,174,83
1499,174,174
1500,174,11
1501,174,102
1502,174,9
1503,174,12
1504,174,104
1505,175,87
1506,175,29
1507,175,24
1508,175,5
1509,175,8
1510,175,19
1511,175,12
1512,175,9
1513,176,254
1514,176,50
1515,176,24
1516,176,35
1517,176,255
1518,176,256
1519,177,136
1520,177,319
1521,177,320
1522,177,321
1523,177,196
1524,177,29
1525,177,50
1526,177,10
1527,177,24
1528,177,23
1529,177,322
1530,178,62
1531,178,5
1532,178,21
1533,178,40
1534,178,29
1535,178,24
1536,179,47
1537,179,120
1538,179,27
1539,179,50
1540,179,24
1541,180,323
1542,180,152
1543,180,122
1544,180,17
1545,180,80
1546,180,72
1547,180,240
1548,180,81
1549,180,44
1550,180,324
1551,181,325
1552,181,43
1553,181,21
1554,181,10
1555,181,326
1556,181,109
1557,183,295
1558,183,3
1559,183,24
1560,183,45
1561,183,29
1562,183,67
1563,184,295
1564,184,80
1565,184,21
1566,184,43
1567,184,132
1568,184,11
1569,184,10
1570,184,12
1571,184,24
1572,184,45
1573,185,23
1574,185,52
1575,185,67
1576,185,212
1577,185,229
1578,186,327
1579,186,175
1580,186,176
1581,186,17
1582,186,11
1583,187,99
1584,187,41
1585,187,16
1586,187,17
1587,187,80
1588,187,52
1589,187,9
1590,187,142
1591,187,18
1592,187,54
1593,187,230
1594,187,11
1595,187,2
1596,187,23
1597,188,40
1598,188,178
1599,188,50
1600,188,10
1601,188,29
1602,188,27
1603,188,177
1604,188,328
1605,188,308
1606,188,329
1607,188,330
1608,188,331
1609,188,332
1610,188,333
1611,189,168
1612,189,334
1613,189,21
1614,189,3
1615,189,9
1616,189,53
1617,189,54
1618,189,84
1619,189,11
1620,189,12
1621,189,19
1622,190,335
1623,190,80
1624,190,102
1625,190,12
1626,190,11
1627,191,336
1628,191,337
1629,191,43
1630,191,338
1631,191,240
1632,191,5
1633,191,8
1634,191,54
1635,191,109
1636,191,9
1637,191,7
1638,191,12
1639,192,152
1640,192,339
1641,192,72
1642,192,68
1643,192,74
1644,192,154
1645,192,24
1646,192,68
1647,193,5
1648,193,340
1649,193,11
1650,193,9
1651,193,53
1652,193,12
1653,193,7
1654,194,187
1655,194,29
1656,194,10
1657,194,94
1658,194,27
1659,194,3
1660,194,341
1661,194,10
1662,194,292
1663,195,342
1664,195,80
1665,195,39
1666,195,43
1667,195,44
1668,195,132
1669,195,142
1670,195,11
1671,195,18
1672,195,12
1673,195,7
1674,196,29
1675,196,304
1676,196,23
1677,196,17
1678,196,24
1679,196,45
1680,196,343
1681,197,344
1682,197,61
1683,197,21
1684,197,345
1685,197,68
1686,197,63
1687,197,346
1688,197,10
1689,198,136
1690,198,347
1691,198,10
1692,198,24
1693,198,196
1694,198,29
1695,198,23
1696,198,50
1697,198,282
1698,199,78
1699,199,348
1700,199,349
1701,199,29
1702,199,17
1703,199,23
1704,199,343
1705,199,11
1706,199,54
1707,200,158
1708,200,133
1709,200,24
1710,200,12
1711,200,19
1712,200,75
1713,200,39
1714,200,44
1715,200,12
1716,201,350
1717,201,21
1718,201,39
1719,201,8
1720,201,164
1721,201,10
1722,201,109
1723,202,233
1724,202,122
1725,202,104
1726,202,109
1727,202,84
1728,202,9
1729,202,11
1730,202,12
1731,202,15
1732,203,351
1733,203,27
1734,203,120
1735,203,209
1736,204,151
1737,204,72
1738,204,21
1739,204,50
1740,204,185
1741,204,3
1742,204,45
1743,204,24
1744,205,107
1745,205,10
1746,205,76
1747,205,60
1748,205,49
1749,206,107
1750,206,61
1751,206,352
1752,206,10
1753,206,353
1754,206,314
1755,206,50
1756,207,94
1757,207,10
1758,207,24
1759,207,195
1760,207,178
1761,207,29
1762,207,126
1763,207,28
1764,207,189
1765,207,23
1766,207,179
1767,208,200
1768,208,8
1769,208,11
1770,208,12
1771,208,24
1772,208,19
1773,209,39
1774,209,72
1775,209,14
1776,209,84
1777,209,9
1778,209,131
1779,209,15
1780,210,20
1781,210,153
1782,210,354
1783,210,355
1784,211,285
1785,211,10
1786,211,23
1787,211,314
1788,211,86
1789,212,356
1790,212,29
1791,212,67
1792,212,17
1793,212,98
1794,212,45
1795,213,172
1796,213,3
1797,213,52
1798,213,101
1799,213,11
1800,213,8
1801,213,10
1802,213,54
1803,213,12
1804,213,15
1805,213,45
1806,214,36
1807,214,28
1808,214,357
1809,215,358
1810,215,13
1811,215,24
1812,215,80
1813,215,39
1814,215,17
1815,215,53
1816,215,85
1817,215,84
1818,215,9
1819,215,12
1820,215,19
1821,216,171
1822,216,17
1823,216,94
1824,216,29
1825,216,104
1826,216,11
1827,216,9
1828,217,144
1829,217,21
1830,217,17
1831,217,39
1832,217,40
1833,217,24
1834,217,23
1835,217,3
1836,217,52
1837,217,102
1838,218,143
1839,218,168
1840,218,21
1841,218,43
1842,218,39
1843,218,67
1844,218,159
1845,218,23
1846,218,24
1847,218,3
1848,219,144
1849,219,110
1850,219,21
1851,219,359
1852,219,360
1853,219,361
1854,219,75
1855,219,10
1856,219,24
1857,220,133
1858,220,174
1859,220,362
1860,220,80
1861,220,363
1862,220,52
1863,220,10
1864,221,364
1865,221,80
1866,221,9
1867,221,7
1868,221,131
1869,221,10
1870,221,8
1871,221,365
1872,221,335
1873,222,148
1874,222,144
1875,222,98
1876,222,3
1877,222,11
1878,222,24
1879,222,85
1880,222,54
1881,222,84
1882,222,131
1883,222,15
1884,222,45
1885,223,339
1886,223,72
1887,223,80
1888,223,152
1889,223,24
1890,223,54
1891,223,366
1892,223,68
1893,223,65
1894,224,255
1895,224,195
1896,224,367
1897,224,368
1898,224,28
1899,224,50
1900,224,10
1901,224,29
1902,224,369
1903,224,370
1904,225,107
1905,225,29
1906,225,213
1907,225,229
1908,225,27
1909,225,10
1910,225,24
1911,225,50
1912,226,371
1913,226,102
1914,226,52
1915,226,9
1916,226,222
1917,226,24
1918,226,17
1919,227,172
1920,227,21
1921,227,110
1922,227,9
1923,227,24
1924,227,11
1925,227,12
1926,227,109
1927,227,15
1928,228,372
1929,228,24
1930,228,102
1931,228,11
1932,228,12
1933,228,7
1934,229,107
1935,229,144
1936,229,29
1937,229,75
1938,229,73
1939,229,167
1940,229,24
1941,229,45
1942,229,207
1943,229,310
1944,230,133
1945,230,29
1946,230,21
1947,230,43
1948,230,17
1949,230,122
1950,230,53
1951,230,24
1952,230,207
1953,230,75
1954,231,151
1955,231,92
1956,231,259
1957,231,17
1958,231,154
1959,231,173
1960,231,50
1961,231,373
1962,231,21
1963,232,29
1964,232,133
1965,232,27
1966,232,24
1967,232,43
1968,232,156
1969,233,83
1970,233,174
1971,233,21
1972,233,374
1973,233,122
1974,233,171
1975,233,21
1976,233,17
1977,233,29
1978,233,9
1979,233,104
1980,233,11
1981,233,24
1982,233,12
1983,234,156
1984,234,41
1985,234,17
1986,234,21
1987,234,343
1988,234,11
1989,234,375
1990,234,102
1991,234,14
1992,234,87
1993,234,80
1994,235,376
1995,235,216
1996,235,29
1997,235,24
1998,235,45
1999,235,17
2000,235,21
2001,235,39
2002,236,377
2003,236,152
2004,236,72
2005,236,122
2006,236,83
2007,236,17
2008,236,85
2009,237,187
2010,237,378
2011,237,379
2012,237,48
2013,237,37
2014,238,380
2015,238,11
2016,238,3
2017,238,52
2018,238,128
2019,238,18
2020,238,54
2021,238,262
2022,238,7
2023,238,108
2024,239,5
2025,239,133
2026,239,171
2027,239,43
2028,239,42
2029,239,46
2030,239,3
2031,240,336
2032,240,222
2033,240,278
2034,240,212
2035,240,43
2036,240,171
2037,240,44
2038,240,104
2039,240,7
2040,240,12
2041,241,381
2042,241,175
2043,241,133
2044,241,29
2045,241,12
2046,241,52
2047,242,100
2048,242,61
2049,242,24
2050,242,9
2051,242,11
2052,242,109
2053,242,10
2054,242,84
2055,242,8
2056,242,12
2057,242,19
2058,243,148
2059,243,236
2060,243,21
2061,243,17
2062,243,3
2063,243,11
2064,243,53
2065,243,10
2066,243,54
2067,243,23
2068,243,48
2069,243,12
2070,243,15
2071,244,382
2072,244,87
2073,244,21
2074,244,222
2075,244,174
2076,244,383
2077,244,52
2078,244,384
2079,244,102
2080,244,72
2081,244,79
2082,244,12
2083,244,7
2084,244,120
2085,244,23
2086,245,66
2087,245,152
2088,245,24
2089,245,110
2090,245,43
2091,245,21
2092,245,229
2093,245,385
2094,245,52
2095,245,9
2096,245,261
2097,245,18
2098,245,10
2099,245,109
2100,245,54
2101,245,11
2102,245,12
2103,245,7
2104,245,29
2105,246,231
2106,246,148
2107,246,8
2108,246,23
2109,246,18
2110,246,54
2111,246,10
2112,246,48
2113,246,11
2114,246,91
2115,246,12
2116,246,7
2117,246,45
2118,247,386
2119,247,24
2120,247,11
2121,247,52
2122,247,353
2123,247,9
2124,247,12
2125,248,387
2126,248,133
2127,248,17
2128,248,43
2129,248,171
2130,248,263
2131,248,29
2132,248,59
2133,248,24
2134,249,107
2135,249,388
2136,249,199
2137,249,314
2138,249,50
