id,recipe_id,name,type
184,62,기타,method
185,62,간식,occation
186,62,락토,kind
187,63,굽기,method
188,63,간식,occation
189,63,락토/오보,kind
190,64,굽기,method
191,64,간식,occation
192,64,락토/오보,kind
193,65,굽기,method
194,65,간식,occation
195,65,락토/오보,kind
196,66,굽기,method
197,66,간식,occation
198,66,락토/오보,kind
199,67,굽기,method
200,67,간식,occation
201,67,락토/오보,kind
202,68,찜,method
203,68,일상,occation
204,68,락토/오보,kind
205,69,절임,method
206,69,일상,occation
207,69,오보,kind
208,70,무침,method
209,70,일상,occation
210,70,비건,kind
211,71,무침,method
212,71,일상,occation
213,71,비건,kind
214,72,기타,method
215,72,간식,occation
216,72,락토,kind
217,73,굽기,method
218,73,일상,occation
219,73,페스코,kind
220,74,기타,method
221,74,간식,occation
222,74,페스코,kind
223,75,무침,method
224,75,일상,occation
225,75,페스코,kind
226,76,굽기,method
227,76,초스피드,occation
228,76,락토/오보,kind
229,77,굽기,method
230,77,간식,occation
231,77,락토/오보,kind
232,78,무침,method
233,78,기타,occation
234,78,비건,kind
235,79,기타,method
236,79,일상,occation
237,79,락토/오보,kind
238,80,굽기,method
239,80,간식,occation
240,80,락토/오보,kind
241,81,기타,method
242,81,일상,occation
243,81,페스코,kind
244,82,절임,method
245,82,일상,occation
246,82,페스코,kind
247,83,끓이기,method
248,83,일상,occation
249,83,페스코,kind
250,84,볶음,method
251,84,일상,occation
252,84,비건,kind
253,85,굽기,method
254,85,간식,occation
255,85,락토/오보,kind
256,86,부침,method
257,86,초스피드,occation
258,86,오보,kind
259,87,절임,method
260,87,일상,occation
261,87,페스코,kind
262,88,끓이기,method
263,88,일상,occation
264,88,페스코,kind
265,89,기타,method
266,89,일상,occation
267,89,비건,kind
268,90,기타,method
269,90,일상,occation
270,90,락토,kind
271,91,부침,method
272,91,일상,occation
273,91,오보,kind
274,92,끓이기,method
275,92,일상,occation
276,92,페스코,kind
277,93,무침,method
278,93,일상,occation
279,93,비건,kind
280,94,절임,method
281,94,일상,occation
282,94,페스코,kind
283,95,무침,method
284,95,술안주,occation
285,95,페스코,kind
286,96,무침,method
287,96,일상,occation
288,96,비건,kind
289,97,볶음,method
290,97,일상,occation
291,97,락토,kind
292,98,볶음,method
293,98,일상,occation
294,98,페스코,kind
295,99,무침,method
296,99,일상,occation
297,99,비건,kind
298,100,무침,method
299,100,일상,occation
300,100,페스코,kind
301,101,조림,method
302,101,초스피드,occation
303,101,비건,kind
304,102,볶음,method
305,102,일상,occation
306,102,페스코,kind
307,103,볶음,method
308,103,다이어트,occation
309,103,락토,kind
310,104,기타,method
311,104,일상,occation
312,104,락토/오보,kind
313,105,끓이기,method
314,105,초스피드,occation
315,105,락토,kind
316,106,조림,method
317,106,일상,occation
318,106,비건,kind
319,107,조림,method
320,107,영양식,occation
321,107,페스코,kind
322,108,끓이기,method
323,108,일상,occation
324,108,페스코,kind
325,109,볶음,method
326,109,일상,occation
327,109,락토/오보,kind
328,110,무침,method
329,110,일상,occation
330,110,페스코,kind
331,111,기타,method
332,111,일상,occation
333,111,비건,kind
334,112,굽기,method
335,112,간식,occation
336,112,락토/오보,kind
337,113,무침,method
338,113,영양식,occation
339,113,페스코,kind
340,114,부침,method
341,114,일상,occation
342,114,오보,kind
343,115,찜,method
344,115,초스피드,occation
345,115,오보,kind
346,116,굽기,method
347,116,간식,occation
348,116,락토,kind
349,117,굽기,method
350,117,간식,occation
351,117,락토,kind
352,118,볶음,method
353,118,일상,occation
354,118,페스코,kind
355,119,볶음,method
356,119,술안주,occation
357,119,비건,kind
358,120,조림,method
359,120,일상,occation
360,120,페스코,kind
361,121,찜,method
362,121,일상,occation
363,121,비건,kind
364,122,굽기,method
365,122,간식,occation
366,122,락토/오보,kind
367,123,부침,method
368,123,일상,occation
369,123,페스코,kind
370,125,끓이기,method
371,125,영양식,occation
372,125,페스코,kind
373,126,무침,method
374,126,일상,occation
375,126,비건,kind
376,127,기타,method
377,127,일상,occation
378,127,락토,kind
379,128,굽기,method
380,128,일상,occation
381,128,락토/오보,kind
382,129,굽기,method
383,129,간식,occation
384,129,락토/오보,kind
385,130,부침,method
386,130,술안주,occation
387,130,페스코,kind
388,131,끓이기,method
389,131,일상,occation
390,131,비건,kind
391,132,기타,method
392,132,일상,occation
393,132,비건,kind
394,133,무침,method
395,133,일상,occation
396,133,비건,kind
397,134,부침,method
398,134,일상,occation
399,134,비건,kind
400,135,기타,method
401,135,일상,occation
402,135,락토,kind
403,136,끓이기,method
404,136,일상,occation
405,136,비건,kind
406,137,무침,method
407,137,일상,occation
408,137,오보,kind
409,138,볶음,method
410,138,일상,occation
411,138,페스코,kind
412,139,볶음,method
413,139,초스피드,occation
414,139,페스코,kind
415,140,무침,method
416,140,일상,occation
417,140,페스코,kind
418,141,무침,method
419,141,일상,occation
420,141,비건,kind
421,142,굽기,method
422,142,간식,occation
423,142,오보,kind
424,143,무침,method
425,143,초스피드,occation
426,143,비건,kind
427,144,볶음,method
428,144,일상,occation
429,144,비건,kind
430,145,볶음,method
431,145,일상,occation
432,145,페스코,kind
433,146,굽기,method
434,146,간식,occation
435,146,락토,kind
436,147,무침,method
437,147,일상,occation
438,147,비건,kind
439,148,굽기,method
440,148,간식,occation
441,148,락토/오보,kind
442,149,굽기,method
443,149,초스피드,occation
444,149,페스코,kind
445,150,굽기,method
446,150,손님접대,occation
447,150,락토,kind
448,151,굽기,method
449,151,일상,occation
450,151,오보,kind
451,152,기타,method
452,152,초스피드,occation
453,152,오보,kind
454,153,무침,method
455,153,일상,occation
456,153,비건,kind
457,154,데치기,method
458,154,일상,occation
459,154,페스코,kind
460,155,볶음,method
461,155,일상,occation
462,155,페스코,kind
463,156,볶음,method
464,156,일상,occation
465,156,페스코,kind
466,157,기타,method
467,157,간식,occation
468,157,락토/오보,kind
469,158,절임,method
470,158,일상,occation
471,158,페스코,kind
472,159,조림,method
473,159,일상,occation
474,159,페스코,kind
475,160,끓이기,method
476,160,일상,occation
477,160,페스코,kind
478,161,부침,method
479,161,일상,occation
480,161,락토/오보,kind
481,162,기타,method
482,162,일상,occation
483,162,페스코,kind
484,163,굽기,method
485,163,간식,occation
486,163,락토/오보,kind
487,164,끓이기,method
488,164,일상,occation
489,164,페스코,kind
490,165,굽기,method
491,165,간식,occation
492,165,오보,kind
493,166,볶음,method
494,166,초스피드,occation
495,166,페스코,kind
496,167,끓이기,method
497,167,일상,occation
498,167,비건,kind
499,168,무침,method
500,168,영양식,occation
501,168,비건,kind
502,169,굽기,method
503,169,간식,occation
504,169,비건,kind
505,170,데치기,method
506,170,일상,occation
507,170,페스코,kind
508,171,볶음,method
509,171,일상,occation
510,171,페스코,kind
511,172,굽기,method
512,172,간식,occation
513,172,락토/오보,kind
514,173,굽기,method
515,173,간식,occation
516,173,비건,kind
517,174,끓이기,method
518,174,일상,occation
519,174,페스코,kind
520,175,부침,method
521,175,초스피드,occation
522,175,오보,kind
523,176,굽기,method
524,176,간식,occation
525,176,락토,kind
526,177,굽기,method
527,177,영양식,occation
528,177,락토/오보,kind
529,178,부침,method
530,178,일상,occation
531,178,오보,kind
532,179,삶기,method
533,179,간식,occation
534,179,락토/오보,kind
535,180,끓이기,method
536,180,초스피드,occation
537,180,페스코,kind
538,181,절임,method
539,181,일상,occation
540,181,비건,kind
541,183,부침,method
542,183,일상,occation
543,183,페스코,kind
544,184,무침,method
545,184,일상,occation
546,184,페스코,kind
547,185,부침,method
548,185,일상,occation
549,185,페스코,kind
550,186,끓이기,method
551,186,일상,occation
552,186,비건,kind
553,187,찜,method
554,187,일상,occation
555,187,페스코,kind
556,188,굽기,method
557,188,간식,occation
558,188,락토/오보,kind
559,189,볶음,method
560,189,일상,occation
561,189,페스코,kind
562,190,찜,method
563,190,일상,occation
564,190,비건,kind
565,191,기타,method
566,191,영양식,occation
567,191,비건,kind
568,192,볶음,method
569,192,일상,occation
570,192,페스코,kind
571,193,비빔,method
572,193,일상,occation
573,193,비건,kind
574,194,부침,method
575,194,간식,occation
576,194,락토/오보,kind
577,195,무침,method
578,195,일상,occation
579,195,비건,kind
580,196,끓이기,method
581,196,일상,occation
582,196,페스코,kind
583,197,기타,method
584,197,일상,occation
585,197,비건,kind
586,198,굽기,method
587,198,간식,occation
588,198,락토/오보,kind
589,199,끓이기,method
590,199,초스피드,occation
591,199,페스코,kind
592,200,부침,method
593,200,손님접대,occation
594,200,오보,kind
595,201,절임,method
596,201,일상,occation
597,201,비건,kind
598,202,무침,method
599,202,일상,occation
600,202,페스코,kind
601,203,끓이기,method
602,203,간식,occation
603,203,락토/오보,kind
604,204,끓이기,method
605,204,일상,occation
606,204,페스코,kind
607,205,굽기,method
608,205,간식,occation
609,205,락토,kind
610,206,굽기,method
611,206,초스피드,occation
612,206,락토,kind
613,207,굽기,method
614,207,일상,occation
615,207,락토/오보,kind
616,208,무침,method
617,208,일상,occation
618,208,비건,kind
619,209,무침,method
620,209,일상,occation
621,209,비건,kind
622,210,기타,method
623,210,도시락,occation
624,210,비건,kind
625,211,튀김,method
626,211,초스피드,occation
627,211,비건,kind
628,212,부침,method
629,212,일상,occation
630,212,페스코,kind
631,213,볶음,method
632,213,일상,occation
633,213,비건,kind
634,214,기타,method
635,214,간식,occation
636,214,락토,kind
637,215,무침,method
638,215,일상,occation
639,215,페스코,kind
640,216,부침,method
641,216,일상,occation
642,216,페스코,kind
643,217,끓이기,method
644,217,일상,occation
645,217,비건,kind
646,218,부침,method
647,218,일상,occation
648,218,페스코,kind
649,219,삶기,method
650,219,일상,occation
651,219,락토/오보,kind
652,220,기타,method
653,220,도시락,occation
654,220,페스코,kind
655,221,무침,method
656,221,일상,occation
657,221,페스코,kind
658,222,볶음,method
659,222,일상,occation
660,222,페스코,kind
661,223,기타,method
662,223,초스피드,occation
663,223,페스코,kind
664,224,굽기,method
665,224,일상,occation
666,224,락토/오보,kind
667,225,부침,method
668,225,초스피드,occation
669,225,락토/오보,kind
670,226,끓이기,method
671,226,일상,occation
672,226,비건,kind
673,227,무침,method
674,227,일상,occation
675,227,비건,kind
676,228,무침,method
677,228,초스피드,occation
678,228,비건,kind
679,229,삶기,method
680,229,일상,occation
681,229,오보,kind
682,230,볶음,method
683,230,일상,occation
684,230,오보,kind
685,231,볶음,method
686,231,일상,occation
687,231,페스코,kind
688,232,찜,method
689,232,일상,occation
690,232,락토/오보,kind
691,233,끓이기,method
692,233,일상,occation
693,233,페스코,kind
694,234,끓이기,method
695,234,일상,occation
696,234,페스코,kind
697,235,부침,method
698,235,일상,occation
699,235,오보,kind
700,236,끓이기,method
701,236,영양식,occation
702,236,페스코,kind
703,237,절임,method
704,237,일상,occation
705,237,비건,kind
706,238,볶음,method
707,238,일상,occation
708,238,페스코,kind
709,239,볶음,method
710,239,일상,occation
711,239,페스코,kind
712,240,끓이기,method
713,240,영양식,occation
714,240,페스코,kind
715,241,비빔,method
716,241,초스피드,occation
717,241,오보,kind
718,242,무침,method
719,242,초스피드,occation
720,242,비건,kind
721,243,볶음,method
722,243,일상,occation
723,243,페스코,kind
724,244,기타,method
725,244,일상,occation
726,244,페스코,kind
727,245,무침,method
728,245,일상,occation
729,245,페스코,kind
730,246,조림,method
731,246,영양식,occation
732,246,페스코,kind
733,247,무침,method
734,247,일상,occation
735,247,비건,kind
736,248,볶음,method
737,248,일상,occation
738,248,락토/오보,kind
739,249,굽기,method
740,249,간식,occation
741,249,락토/오보,kind
742,250,볶음,method
743,250,일상,occation
744,250,페스코,kind
745,251,볶음,method
746,251,일상,occation
747,251,페스코,kind
748,252,부침,method
749,252,일상,occation
750,252,페스코,kind
751,253,굽기,method
752,253,일상,occation
753,253,락토/오보,kind
754,254,기타,method
755,254,영양식,occation
756,254,비건,kind
757,255,끓이기,method
758,255,일상,occation
759,255,페스코,kind
760,256,끓이기,method
761,256,영양식,occation
762,256,오보,kind
763,257,굽기,method
764,257,일상,occation
765,257,페스코,kind
766,258,굽기,method
767,258,일상,occation
768,258,페스코,kind
769,259,볶음,method
770,259,술안주,occation
771,259,페스코,kind
772,260,무침,method
773,260,일상,occation
774,260,페스코,kind
775,261,무침,method
776,261,술안주,occation
777,261,페스코,kind
778,262,무침,method
779,262,일상,occation
780,262,오보,kind
781,263,무침,method
782,263,일상,occation
783,263,비건,kind
784,264,찜,method
785,264,일상,occation
786,264,오보,kind
787,265,찜,method
788,265,일상,occation
789,265,페스코,kind
790,266,기타,method
791,266,손님접대,occation
792,266,오보,kind
793,267,기타,method
794,267,손님접대,occation
795,267,락토,kind
796,268,데치기,method
797,268,영양식,occation
798,268,비건,kind
799,269,무침,method
800,269,일상,occation
801,269,비건,kind
802,270,끓이기,method
803,270,영양식,occation
804,270,비건,kind
805,271,무침,method
806,271,초스피드,occation
807,271,비건,kind
808,272,무침,method
809,272,술안주,occation
810,272,페스코,kind
811,273,볶음,method
812,273,일상,occation
813,273,페스코,kind
814,274,기타,method
815,274,일상,occation
816,274,페스코,kind
817,275,부침,method
818,275,초스피드,occation
819,275,오보,kind
820,276,볶음,method
821,276,일상,occation
822,276,페스코,kind
823,277,튀김,method
824,277,간식,occation
825,277,페스코,kind
826,278,굽기,method
827,278,간식,occation
828,278,락토/오보,kind
829,279,삶기,method
830,279,일상,occation
831,279,페스코,kind
832,280,무침,method
833,280,일상,occation
834,280,비건,kind
835,281,굽기,method
836,281,일상,occation
837,281,오보,kind
838,282,볶음,method
839,282,일상,occation
840,282,비건,kind
841,283,끓이기,method
842,283,일상,occation
843,283,페스코,kind
844,284,무침,method
845,284,일상,occation
846,284,비건,kind
847,285,끓이기,method
848,285,간식,occation
849,285,비건,kind
850,286,굽기,method
851,286,간식,occation
852,286,락토/오보,kind
853,287,기타,method
854,287,기타,occation
855,287,락토,kind
856,288,무침,method
857,288,초스피드,occation
858,288,비건,kind
859,289,볶음,method
860,289,일상,occation
861,289,페스코,kind
862,290,굽기,method
863,290,일상,occation
864,290,락토,kind
865,291,튀김,method
866,291,일상,occation
867,291,비건,kind
868,292,굽기,method
869,292,간식,occation
870,292,비건,kind
871,293,튀김,method
872,293,간식,occation
873,293,락토/오보,kind
874,294,기타,method
875,294,초스피드,occation
876,294,오보,kind
877,295,무침,method
878,295,기타,occation
879,295,비건,kind
880,296,끓이기,method
881,296,영양식,occation
882,296,비건,kind
883,297,기타,method
884,297,영양식,occation
885,297,락토,kind
886,298,무침,method
887,298,일상,occation
888,298,비건,kind
889,299,굽기,method
890,299,기타,occation
891,299,오보,kind
892,300,볶음,method
893,300,초스피드,occation
894,300,페스코,kind
895,301,굽기,method
896,301,초스피드,occation
897,301,락토,kind
898,302,끓이기,method
899,302,해장,occation
900,302,페스코,kind
901,303,굽기,method
902,303,일상,occation
903,303,락토,kind
904,304,부침,method
905,304,초스피드,occation
906,304,오보,kind
907,305,볶음,method
908,305,일상,occation
909,305,페스코,kind
910,306,부침,method
911,306,일상,occation
912,306,페스코,kind
913,307,굽기,method
914,307,기타,occation
915,307,락토/오보,kind
916,308,굽기,method
917,308,손님접대,occation
918,308,페스코,kind
919,309,기타,method
920,309,일상,occation
921,309,락토,kind
922,310,부침,method
923,310,간식,occation
924,310,락토/오보,kind
925,311,무침,method
926,311,일상,occation
927,311,페스코,kind
928,312,조림,method
929,312,일상,occation
930,312,페스코,kind
931,313,부침,method
932,313,술안주,occation
933,313,비건,kind
934,315,기타,method
935,315,일상,occation
936,315,락토/오보,kind
937,316,삶기,method
938,316,일상,occation
939,316,페스코,kind
940,317,무침,method
941,317,일상,occation
942,317,페스코,kind
943,318,조림,method
944,318,일상,occation
945,318,비건,kind
946,319,비빔,method
947,319,일상,occation
948,319,비건,kind
949,320,무침,method
950,320,일상,occation
951,320,비건,kind
952,321,볶음,method
953,321,초스피드,occation
954,321,페스코,kind
955,322,굽기,method
956,322,간식,occation
957,322,락토/오보,kind
958,323,볶음,method
959,323,다이어트,occation
960,323,페스코,kind
961,324,볶음,method
962,324,일상,occation
963,324,페스코,kind
964,325,굽기,method
965,325,간식,occation
966,325,락토/오보,kind
967,326,기타,method
968,326,초스피드,occation
969,326,락토/오보,kind
970,327,끓이기,method
971,327,일상,occation
972,327,페스코,kind
973,328,볶음,method
974,328,일상,occation
975,328,페스코,kind
976,329,삶기,method
977,329,손님접대,occation
978,329,비건,kind
979,330,부침,method
980,330,간식,occation
981,330,락토/오보,kind
982,331,절임,method
983,331,일상,occation
984,331,비건,kind
985,332,무침,method
986,332,일상,occation
987,332,페스코,kind
988,333,조림,method
989,333,일상,occation
990,333,비건,kind
991,334,볶음,method
992,334,일상,occation
993,334,비건,kind
994,335,무침,method
995,335,일상,occation
996,335,페스코,kind
997,336,무침,method
998,336,일상,occation
999,336,페스코,kind
1000,337,데치기,method
1001,337,일상,occation
1002,337,비건,kind
1003,338,굽기,method
1004,338,간식,occation
1005,338,락토,kind
1006,339,찜,method
1007,339,일상,occation
1008,339,페스코,kind
1009,340,무침,method
1010,340,초스피드,occation
1011,340,페스코,kind
1012,341,부침,method
1013,341,일상,occation
1014,341,페스코,kind
1015,342,볶음,method
1016,342,초스피드,occation
1017,342,페스코,kind
1018,343,볶음,method
1019,343,초스피드,occation
1020,343,페스코,kind
1021,344,무침,method
1022,344,일상,occation
1023,344,페스코,kind
1024,345,기타,method
1025,345,초스피드,occation
1026,345,락토,kind
1027,346,절임,method
1028,346,일상,occation
1029,346,비건,kind
1030,347,볶음,method
1031,347,간식,occation
1032,347,페스코,kind
1033,348,무침,method
1034,348,일상,occation
1035,348,페스코,kind
1036,349,굽기,method
1037,349,간식,occation
1038,349,락토/오보,kind
1039,350,조림,method
1040,350,영양식,occation
1041,350,비건,kind
1042,351,무침,method
1043,351,일상,occation
1044,351,페스코,kind
1045,352,부침,method
1046,352,일상,occation
1047,352,페스코,kind
1048,353,기타,method
1049,353,간식,occation
1050,353,페스코,kind
1051,354,굽기,method
1052,354,일상,occation
1053,354,비건,kind
1054,355,굽기,method
1055,355,간식,occation
1056,355,락토/오보,kind
1057,356,볶음,method
1058,356,일상,occation
1059,356,페스코,kind
1060,357,볶음,method
1061,357,일상,occation
1062,357,페스코,kind
1063,358,부침,method
1064,358,일상,occation
1065,358,페스코,kind
1066,359,무침,method
1067,359,일상,occation
1068,359,페스코,kind
1069,360,굽기,method
1070,360,,occation
1071,360,락토/오보,kind
1072,361,무침,method
1073,361,일상,occation
1074,361,비건,kind
1075,362,무침,method
1076,362,일상,occation
1077,362,비건,kind
1078,363,무침,method
1079,363,초스피드,occation
1080,363,비건,kind
1081,364,튀김,method
1082,364,손님접대,occation
1083,364,페스코,kind
1084,365,튀김,method
1085,365,간식,occation
1086,365,락토/오보,kind
1087,366,굽기,method
1088,366,초스피드,occation
1089,366,락토,kind
1090,367,무침,method
1091,367,일상,occation
1092,367,페스코,kind
1093,368,무침,method
1094,368,일상,occation
1095,368,페스코,kind
1096,369,무침,method
1097,369,간식,occation
1098,369,오보,kind
1099,370,볶음,method
1100,370,일상,occation
1101,370,페스코,kind
1102,371,무침,method
1103,371,일상,occation
1104,371,비건,kind
1105,372,조림,method
1106,372,일상,occation
1107,372,비건,kind
1108,373,부침,method
1109,373,초스피드,occation
1110,373,페스코,kind
1111,374,무침,method
1112,374,일상,occation
1113,374,비건,kind
1114,375,볶음,method
1115,375,일상,occation
1116,375,페스코,kind
1117,376,끓이기,method
1118,376,일상,occation
1119,376,페스코,kind
1120,377,끓이기,method
1121,377,일상,occation
1122,377,페스코,kind
1123,378,부침,method
1124,378,일상,occation
1125,378,비건,kind
1126,379,부침,method
1127,379,간식,occation
1128,379,오보,kind
1129,380,굽기,method
1130,380,일상,occation
1131,380,락토/오보,kind
1132,381,무침,method
1133,381,일상,occation
1134,381,오보,kind
1135,382,찜,method
1136,382,일상,occation
1137,382,비건,kind
1138,383,부침,method
1139,383,간식,occation
1140,383,락토,kind
1141,384,굽기,method
1142,384,초스피드,occation
1143,384,락토/오보,kind
1144,385,굽기,method
1145,385,간식,occation
1146,385,락토,kind
1147,386,끓이기,method
1148,386,다이어트,occation
1149,386,페스코,kind
1150,387,굽기,method
1151,387,일상,occation
1152,387,페스코,kind
1153,388,끓이기,method
1154,388,일상,occation
1155,388,페스코,kind
1156,389,무침,method
1157,389,일상,occation
1158,389,페스코,kind
1159,390,굽기,method
1160,390,간식,occation
1161,390,락토/오보,kind
1162,391,볶음,method
1163,391,간식,occation
1164,391,락토,kind
1165,392,굽기,method
1166,392,간식,occation
1167,392,락토/오보,kind
1168,393,무침,method
1169,393,손님접대,occation
1170,393,비건,kind
1171,394,굽기,method
1172,394,간식,occation
1173,394,락토/오보,kind
1174,395,무침,method
1175,395,일상,occation
1176,395,비건,kind
1177,396,굽기,method
1178,396,간식,occation
1179,396,페스코,kind
1180,397,굽기,method
1181,397,일상,occation
1182,397,페스코,kind
1183,398,끓이기,method
1184,398,일상,occation
1185,398,페스코,kind
1186,399,기타,method
1187,399,간식,occation
1188,399,락토,kind
1189,400,끓이기,method
1190,400,일상,occation
1191,400,페스코,kind
1192,401,무침,method
1193,401,초스피드,occation
1194,401,페스코,kind
1195,402,무침,method
1196,402,일상,occation
1197,402,비건,kind
1198,403,끓이기,method
1199,403,일상,occation
1200,403,페스코,kind
1201,404,기타,method
1202,404,간식,occation
1203,404,락토,kind
1204,405,끓이기,method
1205,405,일상,occation
1206,405,페스코,kind
1207,406,절임,method
1208,406,일상,occation
1209,406,비건,kind
1210,407,굽기,method
1211,407,일상,occation
1212,407,오보,kind
1213,408,끓이기,method
1214,408,일상,occation
1215,408,페스코,kind
1216,409,굽기,method
1217,409,일상,occation
1218,409,페스코,kind
1219,410,볶음,method
1220,410,일상,occation
1221,410,비건,kind
1222,411,절임,method
1223,411,일상,occation
1224,411,페스코,kind
1225,412,무침,method
1226,412,초스피드,occation
1227,412,비건,kind
1228,413,기타,method
1229,413,일상,occation
1230,413,페스코,kind
1231,414,굽기,method
1232,414,초스피드,occation
1233,414,락토,kind
1234,415,볶음,method
1235,415,초스피드,occation
1236,415,페스코,kind
1237,416,절임,method
1238,416,일상,occation
1239,416,페스코,kind
1240,417,끓이기,method
1241,417,영양식,occation
1242,417,페스코,kind
1243,418,굽기,method
1244,418,야식,occation
1245,418,비건,kind
1246,419,부침,method
1247,419,간식,occation
1248,419,오보,kind
1249,420,기타,method
1250,420,일상,occation
1251,420,오보,kind
1252,421,기타,method
1253,421,일상,occation
1254,421,락토,kind
1255,422,끓이기,method
1256,422,영양식,occation
1257,422,락토/오보,kind
1258,423,무침,method
1259,423,일상,occation
1260,423,페스코,kind
1261,424,부침,method
1262,424,일상,occation
1263,424,페스코,kind
1264,425,끓이기,method
1265,425,일상,occation
1266,425,페스코,kind
1267,426,부침,method
1268,426,일상,occation
1269,426,비건,kind
1270,427,볶음,method
1271,427,기타,occation
1272,427,페스코,kind
1273,428,끓이기,method
1274,428,일상,occation
1275,428,락토,kind
1276,429,절임,method
1277,429,일상,occation
1278,429,페스코,kind
1279,430,조림,method
1280,430,다이어트,occation
1281,430,페스코,kind
1282,431,굽기,method
1283,431,간식,occation
1284,431,락토,kind
1285,432,끓이기,method
1286,432,일상,occation
1287,432,비건,kind
1288,433,굽기,method
1289,433,일상,occation
1290,433,비건,kind
1291,434,볶음,method
1292,434,일상,occation
1293,434,비건,kind
1294,435,굽기,method
1295,435,간식,occation
1296,435,락토/오보,kind
1297,436,절임,method
1298,436,일상,occation
1299,436,페스코,kind
1300,437,굽기,method
1301,437,간식,occation
1302,437,페스코,kind
1303,438,굽기,method
1304,438,간식,occation
1305,438,락토/오보,kind
1306,439,굽기,method
1307,439,일상,occation
1308,439,락토,kind
1309,440,찜,method
1310,440,손님접대,occation
1311,440,페스코,kind
1312,441,조림,method
1313,441,일상,occation
1314,441,페스코,kind
1315,442,볶음,method
1316,442,일상,occation
1317,442,오보,kind
1318,443,끓이기,method
1319,443,일상,occation
1320,443,페스코,kind
1321,444,무침,method
1322,444,일상,occation
1323,444,락토/오보,kind
1324,445,끓이기,method
1325,445,일상,occation
1326,445,페스코,kind
1327,446,끓이기,method
